Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR16,OUT013,3398.9763
NCC19,OUT018,2751.5876
NCE42,OUT045,3714.583
FDY24,OUT017,906.16327
FDH19,OUT049,2784.0046
FDJ46,OUT013,2792.7336
FDN45,OUT010,567.2134
FDY08,OUT035,2052.825
FDZ37,OUT035,1339.3428
NCT30,OUT045,800.93634
DRY23,OUT018,569.97943
NCZ30,OUT018,1774.3528
FDC44,OUT018,1646.9603
FDB45,OUT035,1598.0332
FDY04,OUT013,2552.9856
FDM27,OUT046,2551.5632
FDZ43,OUT017,3784.0073
FDT39,OUT019,392.57867
NCC06,OUT019,372.55817
FDL15,OUT027,3648.2834
FDL57,OUT017,3870.592
FDU08,OUT046,1494.5026
FDK40,OUT017,3870.592
FDQ12,OUT010,604.7019
FDS48,OUT017,2398.9333
FDP09,OUT045,3409.6655
FDW21,OUT049,1562.1107
FDY25,OUT035,2863.3816
DRE13,OUT017,1339.3428
FDV43,OUT019,140.95152
FDD22,OUT045,1778.709
FDM46,OUT019,299.3179
NCO30,OUT010,507.66736
FDM25,OUT046,2792.7336
NCN41,OUT049,1998.9939
FDU24,OUT045,1467.7257
FDZ50,OUT046,3057.8384
FDP45,OUT013,3916.7183
NCM54,OUT045,2017.6171
FDW10,OUT019,450.96854
FDP20,OUT017,2017.6171
FDK32,OUT046,2398.9333
FDN52,OUT049,1339.3428
FDM58,OUT045,1743.9012
FDZ46,OUT027,2894.0535
NCA18,OUT018,1646.9603
FDD35,OUT046,1998.9939
NCK31,OUT035,800.93634
FDI40,OUT027,2510.9492
FDT50,OUT019,326.09497
NCT06,OUT046,2552.9856
FDT31,OUT035,3049.1094
FDT45,OUT049,868.1552
FDT13,OUT045,3057.8384
FDO50,OUT045,1380.0186
NCU18,OUT010,375.74182
NCR54,OUT049,3057.8384
NCO18,OUT018,2552.6843
FDU09,OUT045,906.16327
FDT13,OUT018,2751.5876
FDE09,OUT046,1778.709
NCK53,OUT019,358.84744
FDG45,OUT049,3418.3945
DRH15,OUT035,722.8488
FDO21,OUT019,586.6314
FDD14,OUT027,5020.8545
FDC09,OUT046,1614.3223
FDH45,OUT027,1056.1083
FDV32,OUT046,1039.2441
FDG12,OUT035,1827.2555
FDS32,OUT013,2052.825
NCL55,OUT018,3503.8762
DRE01,OUT035,3737.4353
DRE15,OUT049,1279.7753
NCL42,OUT045,3758.7483
FDP31,OUT013,1022.9551
FDN33,OUT018,1314.8567
FDZ59,OUT046,2552.9856
FDE45,OUT010,474.95117
FDJ07,OUT013,1827.2555
FDQ45,OUT018,2751.5876
FDM33,OUT027,5304.914
FDO15,OUT010,288.58264
FDM46,OUT013,1467.7257
FDR03,OUT045,3418.3945
FDY49,OUT018,2367.2979
FDQ60,OUT045,1827.2555
FDW10,OUT049,2767.7156
FDO51,OUT049,722.8488
FDJ40,OUT018,1461.4532
FDS20,OUT018,2751.5876
FDU45,OUT013,1793.722
FDV02,OUT035,2645.708
FDN09,OUT046,3767.4773
NCM55,OUT027,4973.202
FDN23,OUT018,2142.0378
FDY31,OUT010,352.0061
FDW03,OUT010,358.84744
FDD14,OUT046,3049.1094
FDV23,OUT017,2017.6171
DRI03,OUT045,2792.7336
FDN13,OUT035,1562.1107
FDF45,OUT027,1678.9873
FDU46,OUT035,1339.3428
FDB57,OUT049,3598.2642
FDV12,OUT049,1562.1107
FDQ58,OUT013,2398.9333
NCA18,OUT017,1827.2555
FDH52,OUT049,967.12726
FDM24,OUT018,2142.0378
NCP43,OUT027,4620.3516
NCO18,OUT019,467.25763
FDM32,OUT017,1380.0186
NCL07,OUT017,697.13666
FDK03,OUT013,3916.7183
FDP59,OUT017,1598.0332
FDQ24,OUT049,3870.592
FDQ16,OUT018,1461.4532
FDU44,OUT013,2551.5632
FDH28,OUT010,140.95152
FDV28,OUT019,115.239265
FDM22,OUT045,906.16327
FDR56,OUT046,3057.8384
FDV39,OUT049,3057.8384
FDU37,OUT019,277.3724
FDQ11,OUT010,697.65704
FDX02,OUT045,3606.9932
NCS42,OUT018,1314.8567
FDY57,OUT027,2450.5452
FDB21,OUT049,3753.9653
FDE28,OUT017,3716.7458
FDQ55,OUT017,1827.2555
FDA48,OUT049,3587.575
FDZ19,OUT045,2792.7336
NCC43,OUT045,3840.55
NCV18,OUT046,1339.3428
NCA42,OUT018,2286.4028
FDY45,OUT046,3870.592
NCC30,OUT045,2831.0945
FDM57,OUT013,1339.3428
FDL09,OUT010,440.12515
FDB09,OUT027,3078.5437
FDT44,OUT035,1827.2555
NCT06,OUT027,3964.6682
FDX26,OUT049,3057.8384
FDK32,OUT013,2398.9333
DRA12,OUT046,2104.3086
FDO46,OUT010,507.66736
FDE52,OUT013,1339.3428
NCH42,OUT045,3746.7878
FDV08,OUT035,722.8488
FDB47,OUT018,3062.7056
FDC28,OUT010,385.02112
FDD22,OUT046,1827.2555
FDS07,OUT027,2911.9246
DRI13,OUT045,3418.3945
FDG32,OUT018,3268.8665
FDU14,OUT017,3861.863
FDD28,OUT019,258.74594
NCP41,OUT017,1614.3223
FDS08,OUT049,2792.7336
FDX47,OUT045,2512.112
FDC53,OUT019,358.84744
FDQ19,OUT035,3784.0073
FDL14,OUT045,2398.9333
FDM33,OUT019,567.2134
FDA51,OUT045,1827.2555
FDZ27,OUT018,648.06696
FDT04,OUT046,722.8488
DRC13,OUT049,1998.9939
FDR16,OUT027,5112.196
FDQ03,OUT027,5789.967
FDE38,OUT035,2645.708
DRH23,OUT027,1560.9886
FDT11,OUT019,557.38684
FDD09,OUT035,2863.3816
FDR40,OUT045,1339.3428
FDX07,OUT017,3049.1094
FDR07,OUT035,1478.2135
FDA51,OUT017,1827.2555
FDT59,OUT019,604.7019
FDF20,OUT017,3057.8384
FDR13,OUT045,1827.2555
FDY26,OUT049,3409.6655
FDW04,OUT017,2052.825
FDK52,OUT017,3708.0168
FDN60,OUT049,2512.112
FDM09,OUT019,467.25763
FDP46,OUT049,1339.3428
FDB50,OUT019,277.3724
NCQ29,OUT049,3840.55
FDP16,OUT027,5800.6562
FDX33,OUT018,2286.4028
FDP07,OUT010,507.66736
FDN22,OUT046,3831.821
FDF39,OUT049,3870.592
FDS21,OUT017,967.12726
NCM42,OUT013,1614.3223
FDK50,OUT019,438.3478
DRF13,OUT027,3648.2834
FDH35,OUT018,2287.8252
FDP60,OUT018,1409.2417
DRJ49,OUT027,3144.7825
NCT42,OUT019,392.57867
FDE38,OUT049,2645.708
FDI04,OUT049,3057.8384
NCH54,OUT045,2512.112
FDT56,OUT049,912.27386
DRD15,OUT018,3375.5203
FDV58,OUT013,3004.944
FDP21,OUT049,3057.8384
FDH05,OUT013,3762.872
FDR10,OUT027,3964.6682
NCP06,OUT045,2398.9333
FDF33,OUT049,1614.3223
DRK37,OUT013,3057.8384
DRH49,OUT045,1339.3428
FDT58,OUT013,2645.708
FDD41,OUT018,1461.4532
FDP40,OUT018,1569.2296
FDM51,OUT027,2510.9492
FDO45,OUT010,289.4011
FDW33,OUT010,358.84744
FDY24,OUT045,906.16327
FDB10,OUT010,581.7023
FDM40,OUT035,2104.3086
NCI06,OUT017,2863.3816
FDW12,OUT019,352.0061
FDX48,OUT027,3648.2834
NCW05,OUT027,2510.9492
FDX27,OUT017,1494.5026
DRM37,OUT045,3057.8384
FDA38,OUT045,3767.4773
FDR36,OUT046,722.8488
FDZ45,OUT046,3088.9746
FDG05,OUT017,2551.5632
FDK28,OUT013,3916.7183
FDV47,OUT045,1339.3428
FDN21,OUT045,2551.5632
FDP20,OUT027,3113.0872
FDI35,OUT045,3057.8384
DRY23,OUT013,722.8488
FDA56,OUT017,1998.9939
FDB09,OUT013,1998.9939
NCO26,OUT027,2899.2751
FDQ49,OUT018,2204.0483
FDI52,OUT027,3065.8943
FDZ44,OUT027,2911.9246
FDZ09,OUT018,2287.8252
FDY03,OUT049,1827.2555
NCG42,OUT017,2052.825
DRI13,OUT027,5324.3325
FDQ32,OUT013,2017.6171
FDW16,OUT035,1380.0186
FDU27,OUT046,800.93634
FDR28,OUT010,438.3478
FDQ49,OUT010,415.25623
FDS37,OUT046,1827.2555
FDW26,OUT018,3076.3987
FDX12,OUT018,3387.4807
NCP06,OUT013,2398.9333
FDW45,OUT010,352.0061
NCN30,OUT049,1494.5026
FDN24,OUT049,868.1552
NCL41,OUT027,1017.74664
FDR02,OUT019,364.23117
FDD09,OUT010,500.53778
FDS33,OUT010,289.4011
FDU22,OUT045,1909.8354
FDI53,OUT013,2552.9856
DRH01,OUT049,2792.7336
FDX32,OUT013,2104.3086
NCP30,OUT018,569.97943
FDB60,OUT045,3057.8384
FDB14,OUT049,1467.7257
NCP02,OUT035,906.16327
FDJ10,OUT017,2052.825
FDG34,OUT046,1743.9012
NCB18,OUT017,1339.3428
FDM16,OUT049,1147.6251
FDW25,OUT018,1186.4736
FDB35,OUT010,294.5467
DRN11,OUT013,2104.3086
FDF41,OUT019,581.7023
FDH16,OUT045,1339.3428
NCQ50,OUT018,3053.9766
DRH23,OUT018,753.2939
DRJ37,OUT013,2398.9333
DRJ24,OUT027,4973.202
FDY16,OUT035,3049.1094
FDQ27,OUT045,1614.3223
FDZ33,OUT045,2398.9333
FDF29,OUT045,2052.825
FDA08,OUT049,2552.9856
FDG31,OUT046,1039.2441
FDE34,OUT019,507.66736
NCR30,OUT027,1914.484
FDV33,OUT035,3870.592
DRZ24,OUT018,1707.8593
NCL54,OUT035,2792.7336
FDR12,OUT049,2792.7336
NCC54,OUT046,3728.7063
DRN59,OUT013,800.93634
FDX50,OUT019,385.02112
FDV31,OUT027,4554.9834
NCA29,OUT027,4511.806
FDW60,OUT049,2792.7336
FDX08,OUT017,3057.8384
DRD49,OUT013,3783.5615
FDD33,OUT046,3716.7458
FDW35,OUT013,722.8488
FDJ36,OUT017,1614.3223
FDV51,OUT035,2645.708
FDW36,OUT046,1614.3223
FDH35,OUT046,2552.9856
NCS30,OUT027,2992.5864
FDN49,OUT017,722.8488
FDL08,OUT018,3412.7397
FDI09,OUT013,3774.8325
FDP19,OUT018,1817.3212
FDU21,OUT010,115.239265
NCP41,OUT045,1614.3223
FDY10,OUT013,1793.722
FDP12,OUT018,544.2673
NCN26,OUT049,1827.2555
FDK44,OUT013,2792.7336
FDC28,OUT049,1614.3223
FDJ41,OUT027,5849.795
NCT29,OUT035,1998.9939
NCH42,OUT019,600.5039
FDU60,OUT018,2358.5688
FDS02,OUT045,3057.8384
FDC51,OUT046,1998.9939
FDU03,OUT013,3049.1094
FDX39,OUT045,3418.3945
NCY05,OUT010,115.239265
NCL06,OUT027,5849.795
FDD32,OUT035,1279.7753
NCN41,OUT045,1998.9939
NCX53,OUT049,2104.3086
FDU57,OUT019,392.57867
FDQ23,OUT046,1614.3223
FDQ52,OUT045,3840.55
FDC14,OUT045,722.8488
FDY09,OUT035,2792.7336
FDQ28,OUT045,2398.9333
FDV25,OUT046,3606.9932
FDJ07,OUT035,1827.2555
DRB25,OUT049,1614.3223
FDK52,OUT019,567.2134
FDY52,OUT027,1743.8419
FDB28,OUT046,3057.8384
FDT36,OUT035,697.13666
FDV25,OUT017,3606.9932
NCN07,OUT027,3144.7825
FDC57,OUT017,3049.1094
FDQ03,OUT018,3399.279
FDU23,OUT017,2645.708
NCX41,OUT035,3409.6655
NCD06,OUT035,800.93634
FDW08,OUT045,1614.3223
NCU29,OUT017,2398.9333
NCE06,OUT013,2551.5632
FDV52,OUT010,378.69492
FDB02,OUT017,2792.7336
NCR18,OUT045,722.8488
FDK16,OUT049,1494.5026
NCQ29,OUT010,622.0939
FDZ01,OUT019,358.84744
FDW27,OUT035,2512.112
FDD17,OUT018,3396.2097
FDW39,OUT013,2792.7336
DRH59,OUT045,1102.4738
FDS52,OUT013,1614.3223
FDU40,OUT027,5137.888
NCF54,OUT013,2784.0046
FDH46,OUT045,1614.3223
NCP14,OUT049,1614.3223
FDH50,OUT049,3057.8384
DRF15,OUT010,392.57867
FDV27,OUT027,2273.6648
NCJ06,OUT049,1932.5004
FDN02,OUT018,3062.7056
FDQ51,OUT049,800.93634
FDQ07,OUT017,3587.575
FDS45,OUT049,1614.3223
NCJ06,OUT045,1998.9939
FDD36,OUT035,1827.2555
FDY25,OUT045,3057.8384
FDU52,OUT046,2398.9333
DRK47,OUT017,3746.7878
NCL30,OUT017,2017.6171
FDN22,OUT035,3831.821
NCF30,OUT027,3100.4377
FDK03,OUT035,3870.592
FDT45,OUT017,906.16327
NCC54,OUT027,5781.238
FDP08,OUT018,2742.8586
FDU44,OUT046,2552.9856
DRG39,OUT035,868.1552
FDU32,OUT049,1998.9939
FDY27,OUT049,2831.0945
NCP54,OUT013,1998.9939
NCZ41,OUT049,2017.6171
DRL49,OUT013,2104.3086
FDI05,OUT018,1126.9061
FDY56,OUT045,3746.7878
DRC13,OUT013,1998.9939
NCV29,OUT017,2863.3816
FDR24,OUT049,1380.0186
FDZ34,OUT018,2751.5876
FDP37,OUT035,2017.6171
FDX08,OUT027,4629.0806
FDS57,OUT045,2104.3086
NCG18,OUT049,1614.3223
FDK25,OUT018,2367.2979
FDH53,OUT049,1279.7753
DRI59,OUT018,3263.9023
FDA52,OUT046,2792.7336
FDT20,OUT010,140.95152
FDE36,OUT019,438.3478
FDI24,OUT017,2792.7336
FDB28,OUT018,2800.897
FDV11,OUT017,2792.7336
FDP01,OUT046,2398.9333
FDD34,OUT027,3964.6682
FDJ50,OUT027,1327.1323
FDZ44,OUT013,1827.2555
DRO59,OUT035,1166.1705
DRB48,OUT045,722.8488
FDR21,OUT018,2505.5945
NCE42,OUT010,671.42413
FDO23,OUT046,1467.7257
NCE30,OUT018,3076.3987
FDQ22,OUT035,697.13666
FDY01,OUT045,1827.2555
FDS08,OUT017,2831.0945
FDG28,OUT018,3396.2097
FDQ51,OUT018,648.06696
FDB05,OUT017,3840.55
FDO56,OUT049,1827.2555
FDE02,OUT018,1314.8567
FDN45,OUT017,3578.846
FDS09,OUT013,800.93634
NCA54,OUT018,2541.4048
FDP09,OUT010,587.3848
FDC53,OUT045,1562.1107
NCM55,OUT017,3057.8384
FDL09,OUT018,2358.5688
FDA11,OUT019,299.3179
FDA50,OUT045,1494.5026
FDC23,OUT017,2822.3655
FDE22,OUT049,2551.5632
FDD23,OUT046,3057.8384
NCA29,OUT049,2792.7336
FDK38,OUT046,2398.9333
DRC13,OUT046,1998.9939
NCP43,OUT049,2822.3655
FDX28,OUT049,1562.1107
FDF08,OUT049,1380.0186
FDZ33,OUT046,2398.9333
FDD10,OUT049,2822.3655
FDO58,OUT017,2552.9856
FDI50,OUT017,3746.7878
FDO58,OUT045,2552.9856
FDX08,OUT013,2863.3816
NCK17,OUT010,140.95152
FDF39,OUT035,3870.592
FDU45,OUT010,372.30753
NCJ18,OUT018,1646.9603
DRC27,OUT019,581.7023
DRC25,OUT035,1339.3428
FDU59,OUT035,2551.5632
FDU28,OUT035,3049.1094
NCP30,OUT046,722.8488
FDB39,OUT018,753.2939
FDE41,OUT013,1339.3428
DRH11,OUT010,258.74594
FDA58,OUT045,3737.4353
FDU50,OUT046,1827.2555
FDM34,OUT013,2052.825
FDM44,OUT027,2523.5986
FDR39,OUT045,3049.1094
FDM25,OUT045,2792.7336
FDQ49,OUT049,2398.9333
DRH25,OUT018,715.2858
FDM09,OUT027,4511.806
FDL44,OUT019,415.25623
NCR42,OUT018,544.2673
DRL59,OUT046,868.1552
FDX43,OUT013,2645.708
DRK47,OUT010,570.4623
FDU48,OUT018,1817.3212
FDY12,OUT045,800.93634
NCN43,OUT018,1774.3528
NCM55,OUT018,2751.5876
FDQ21,OUT027,3065.8943
FDX13,OUT035,3870.592
NCK30,OUT027,5849.795
FDG20,OUT049,2792.7336
DRG27,OUT017,722.8488
FDY14,OUT018,3503.8762
FDP59,OUT035,1598.0332
FDU60,OUT017,2636.979
NCC18,OUT019,472.0123
DRJ39,OUT017,3409.6655
FDS07,OUT049,1827.2555
FDM08,OUT027,5525.3096
FDP51,OUT045,1932.5004
FDU16,OUT035,1339.3428
FDH12,OUT013,1614.3223
DRE48,OUT010,507.66736
NCL42,OUT027,5780.74
FDR21,OUT045,2822.3655
NCW29,OUT035,2052.825
FDO11,OUT013,3916.7183
NCM31,OUT049,2104.3086
FDV35,OUT019,392.57867
FDF58,OUT017,967.12726
NCE43,OUT049,2645.708
FDA02,OUT035,2398.9333
DRL37,OUT010,140.95152
FDR24,OUT018,1236.1565
FDW59,OUT049,1339.3428
FDS22,OUT049,722.8488
FDW24,OUT017,800.93634
FDU24,OUT035,1494.5026
FDA21,OUT027,4973.202
FDH58,OUT027,2899.2751
FDW36,OUT018,1461.4532
